epochs,steps,Lambda_L2s,train_bareloss,train_loss,train_acc,test_bareloss,test_loss,test_acc,id,num_epochs,batch_size,batch_norm,learning_rate
0,5,0.1,2.2188003063201904,196.02609252929688,9.375,0.017438500142097472,1.5424018920898437,19.86,cnn_AdvanceL2_by5pctg_bn_200epochs,200,128,True,0.01
0,10,0.1,2.129937171936035,192.09896850585938,17.96875,0.01675449798107147,1.5115183731079103,30.49,cnn_AdvanceL2_by5pctg_bn_200epochs,200,128,True,0.01
0,15,0.1,1.9592268466949463,188.16876220703125,38.28125,0.016032842206954955,1.4812223464965821,32.73,cnn_AdvanceL2_by5pctg_bn_200epochs,200,128,True,0.01
0,20,1.0,1.9106707572937012,1579.83642578125,34.375,0.016423472344875335,11.988534948730468,32.01,cnn_AdvanceL2_by5pctg_bn_200epochs,200,128,True,0.01
0,25,10.0,2.260037899017334,2544.919677734375,32.03125,0.01818809540271759,12.874035925292969,10.0,cnn_AdvanceL2_by5pctg_bn_200epochs,200,128,True,0.01
0,30,1.0,2.2811732292175293,140.73220825195312,35.9375,0.018187540793418885,1.0686476593017578,10.0,cnn_AdvanceL2_by5pctg_bn_200epochs,200,128,True,0.01
0,35,0.1,2.284162998199463,15.370279312133789,32.8125,0.01818498420715332,0.12115311250686646,10.01,cnn_AdvanceL2_by5pctg_bn_200epochs,200,128,True,0.01
0,40,0.010000000000000002,2.2782344818115234,3.579594135284424,38.28125,0.018179576778411866,0.02845631809234619,11.02,cnn_AdvanceL2_by5pctg_bn_200epochs,200,128,True,0.01
0,45,0.010000000000000002,2.2745347023010254,3.573369264602661,36.71875,0.018168571043014527,0.02842539176940918,18.67,cnn_AdvanceL2_by5pctg_bn_200epochs,200,128,True,0.01
0,50,0.010000000000000002,2.273355484008789,3.569676399230957,30.46875,0.01814824995994568,0.028385227942466736,21.37,cnn_AdvanceL2_by5pctg_bn_200epochs,200,128,True,0.01
0,55,0.0010000000000000002,2.2713520526885986,2.4009206295013428,23.4375,0.018116393995285033,0.019139959383010864,27.18,cnn_AdvanceL2_by5pctg_bn_200epochs,200,128,True,0.01
0,60,0.0010000000000000002,2.2670693397521973,2.3966221809387207,26.5625,0.01807281847000122,0.01909626142978668,29.79,cnn_AdvanceL2_by5pctg_bn_200epochs,200,128,True,0.01
0,65,0.0010000000000000002,2.2668826580047607,2.3964192867279053,27.34375,0.01802252311706543,0.019045837998390196,31.07,cnn_AdvanceL2_by5pctg_bn_200epochs,200,128,True,0.01
0,70,0.0010000000000000002,2.265467643737793,2.394989013671875,29.6875,0.017966711568832398,0.01898990590572357,30.52,cnn_AdvanceL2_by5pctg_bn_200epochs,200,128,True,0.01
0,75,0.0010000000000000002,2.261380910873413,2.3908889293670654,25.78125,0.01790440137386322,0.018927492117881774,27.88,cnn_AdvanceL2_by5pctg_bn_200epochs,200,128,True,0.01
0,80,0.0010000000000000002,2.244694232940674,2.374190330505371,32.8125,0.017836900663375854,0.018859904766082763,26.94,cnn_AdvanceL2_by5pctg_bn_200epochs,200,128,True,0.01
0,85,0.0010000000000000002,2.261704921722412,2.391191244125366,21.09375,0.017771511936187746,0.018794431281089784,25.47,cnn_AdvanceL2_by5pctg_bn_200epochs,200,128,True,0.01
0,90,0.0010000000000000002,2.238893747329712,2.3683700561523438,26.5625,0.017705993676185607,0.018728843331336974,26.82,cnn_AdvanceL2_by5pctg_bn_200epochs,200,128,True,0.01
0,95,0.0010000000000000002,2.218263626098633,2.347731590270996,33.59375,0.017644415068626403,0.0186672101020813,28.3,cnn_AdvanceL2_by5pctg_bn_200epochs,200,128,True,0.01
0,100,0.0010000000000000002,2.2399184703826904,2.36938214302063,19.53125,0.017581921911239622,0.01860467174053192,27.92,cnn_AdvanceL2_by5pctg_bn_200epochs,200,128,True,0.01
0,105,0.0010000000000000002,2.21065616607666,2.340113878250122,32.03125,0.017516625571250916,0.018539341497421265,28.86,cnn_AdvanceL2_by5pctg_bn_200epochs,200,128,True,0.01
0,110,0.0010000000000000002,2.218999147415161,2.3484549522399902,25.0,0.017447262287139893,0.018469959378242494,29.3,cnn_AdvanceL2_by5pctg_bn_200epochs,200,128,True,0.01
