epochs,steps,Lambda_L2s,train_bareloss,train_loss,train_acc,test_bareloss,test_loss,test_acc,id,num_epochs,batch_size,batch_norm,learning_rate
0,5,0.1,2.1529552936553955,196.0453338623047,27.34375,0.017389621019363404,1.5430246826171874,22.1,cnn_batchnorm_AdvanceL2_200epochs_attempt2_,200,128,True,0.01
0,10,0.1,2.004469871520996,192.05857849121094,32.03125,0.016606662821769716,1.5120451034545899,26.73,cnn_batchnorm_AdvanceL2_200epochs_attempt2_,200,128,True,0.01
0,15,0.1,2.009202480316162,188.30258178710938,32.8125,0.015964811062812806,1.481809831237793,28.3,cnn_batchnorm_AdvanceL2_200epochs_attempt2_,200,128,True,0.01
0,20,1.0,2.041059970855713,1580.6900634765625,22.65625,0.016453133654594422,11.993986279296875,21.42,cnn_batchnorm_AdvanceL2_200epochs_attempt2_,200,128,True,0.01
0,25,0.1,1.9103699922561646,151.121826171875,33.59375,0.01566635584831238,1.1897375610351562,33.7,cnn_batchnorm_AdvanceL2_200epochs_attempt2_,200,128,True,0.01
0,30,0.1,1.9414501190185547,148.20233154296875,29.6875,0.015269323861598969,1.1661212600708009,34.43,cnn_batchnorm_AdvanceL2_200epochs_attempt2_,200,128,True,0.01
0,35,1.0,1.887162446975708,1241.3115234375,36.71875,0.015988957023620607,9.41982413330078,29.35,cnn_batchnorm_AdvanceL2_200epochs_attempt2_,200,128,True,0.01
0,40,1.0,1.907090187072754,1014.6699829101562,41.40625,0.016622529530525208,7.700743823242187,22.63,cnn_batchnorm_AdvanceL2_200epochs_attempt2_,200,128,True,0.01
0,45,10.0,2.2651774883270264,1634.2877197265625,32.8125,0.018188641166687013,8.269833129882812,10.0,cnn_batchnorm_AdvanceL2_200epochs_attempt2_,200,128,True,0.01
0,50,1.0,2.2847740650177,91.15209197998047,29.6875,0.018188174486160277,0.6924468948364257,10.0,cnn_batchnorm_AdvanceL2_200epochs_attempt2_,200,128,True,0.01
