epochs,steps,Lambda_L2s,train_bareloss,train_loss,train_acc,test_bareloss,test_loss,test_acc,id,num_epochs,batch_size,batch_norm,learning_rate
0,5,1e-05,2.1770172119140625,2.1968183517456055,21.09375,0.017408661484718323,0.01756509048938751,19.8,cnn_batchnorm_test_L2_1e-05_200epochs,200,128,True,0.01
0,10,1e-05,2.056830406188965,2.076631784439087,32.8125,0.01666093032360077,0.016817361211776734,26.49,cnn_batchnorm_test_L2_1e-05_200epochs,200,128,True,0.01
0,15,1e-05,1.9428867101669312,1.962688684463501,35.9375,0.01584200882911682,0.0159984454870224,32.22,cnn_batchnorm_test_L2_1e-05_200epochs,200,128,True,0.01
0,20,1e-05,1.9813965559005737,2.001199245452881,31.25,0.015255461251735688,0.015411902558803559,33.82,cnn_batchnorm_test_L2_1e-05_200epochs,200,128,True,0.01
0,25,1e-05,1.9213244915008545,1.9411276578903198,35.15625,0.014601224827766419,0.014757670783996582,38.95,cnn_batchnorm_test_L2_1e-05_200epochs,200,128,True,0.01
0,30,1e-05,1.8609950542449951,1.8807988166809082,35.15625,0.014431478476524352,0.014587929141521454,35.52,cnn_batchnorm_test_L2_1e-05_200epochs,200,128,True,0.01
0,35,1e-05,1.9337196350097656,1.9535239934921265,28.90625,0.014019070148468017,0.014175524580478669,37.46,cnn_batchnorm_test_L2_1e-05_200epochs,200,128,True,0.01
0,40,1e-05,1.7954832315444946,1.8152880668640137,35.9375,0.013610367941856385,0.013766826140880584,40.11,cnn_batchnorm_test_L2_1e-05_200epochs,200,128,True,0.01
0,45,1e-05,1.6634210348129272,1.683226227760315,39.84375,0.01336121484041214,0.01351767680644989,40.73,cnn_batchnorm_test_L2_1e-05_200epochs,200,128,True,0.01
0,50,1e-05,1.708383321762085,1.7281888723373413,35.9375,0.013489707159996032,0.013646171951293945,39.48,cnn_batchnorm_test_L2_1e-05_200epochs,200,128,True,0.01
0,55,1e-05,1.7721493244171143,1.7919554710388184,42.1875,0.013112156915664672,0.013268625473976135,41.07,cnn_batchnorm_test_L2_1e-05_200epochs,200,128,True,0.01
0,60,1e-05,1.8270258903503418,1.846832513809204,32.03125,0.012863792181015014,0.013020264506340027,43.1,cnn_batchnorm_test_L2_1e-05_200epochs,200,128,True,0.01
0,65,1e-05,1.6804347038269043,1.7002416849136353,44.53125,0.012944554471969605,0.013101030564308166,41.76,cnn_batchnorm_test_L2_1e-05_200epochs,200,128,True,0.01
0,70,1e-05,1.623541235923767,1.6433486938476562,44.53125,0.012752392959594726,0.01290887281894684,41.25,cnn_batchnorm_test_L2_1e-05_200epochs,200,128,True,0.01
0,75,1e-05,1.6395221948623657,1.659330129623413,49.21875,0.012681834304332734,0.012838317930698395,41.32,cnn_batchnorm_test_L2_1e-05_200epochs,200,128,True,0.01
0,80,1e-05,1.6462581157684326,1.6660666465759277,35.9375,0.012702706897258758,0.012859195232391358,41.72,cnn_batchnorm_test_L2_1e-05_200epochs,200,128,True,0.01
0,85,1e-05,1.5628721714019775,1.5826811790466309,46.09375,0.012349891650676728,0.012506383752822876,44.21,cnn_batchnorm_test_L2_1e-05_200epochs,200,128,True,0.01
0,90,1e-05,1.4793833494186401,1.4991928339004517,50.0,0.012171873140335084,0.012328369009494782,45.65,cnn_batchnorm_test_L2_1e-05_200epochs,200,128,True,0.01
0,95,1e-05,1.4967330694198608,1.5165430307388306,49.21875,0.012357940995693206,0.012514440631866455,45.12,cnn_batchnorm_test_L2_1e-05_200epochs,200,128,True,0.01
0,100,1e-05,1.6591541767120361,1.6789644956588745,40.625,0.012114874541759491,0.0122713770031929,45.23,cnn_batchnorm_test_L2_1e-05_200epochs,200,128,True,0.01
0,105,1e-05,1.7379629611968994,1.7577736377716064,39.84375,0.012530195915699005,0.012686700260639191,45.15,cnn_batchnorm_test_L2_1e-05_200epochs,200,128,True,0.01
0,110,1e-05,1.576417326927185,1.5962283611297607,43.75,0.012279373598098754,0.01243588171005249,44.4,cnn_batchnorm_test_L2_1e-05_200epochs,200,128,True,0.01
0,115,1e-05,1.5426748991012573,1.5624864101409912,46.875,0.012015962374210357,0.012172474253177643,46.02,cnn_batchnorm_test_L2_1e-05_200epochs,200,128,True,0.01
0,120,1e-05,1.624541163444519,1.6443531513214111,40.625,0.011943229329586028,0.012099744033813477,46.55,cnn_batchnorm_test_L2_1e-05_200epochs,200,128,True,0.01
0,125,1e-05,1.3636959791183472,1.3835082054138184,48.4375,0.011882815718650817,0.012039334189891815,47.02,cnn_batchnorm_test_L2_1e-05_200epochs,200,128,True,0.01
0,130,1e-05,1.4396922588348389,1.4595049619674683,48.4375,0.011620301842689515,0.011776823139190673,48.42,cnn_batchnorm_test_L2_1e-05_200epochs,200,128,True,0.01
0,135,1e-05,1.4033873081207275,1.4232004880905151,46.09375,0.011930771994590758,0.012087297058105469,44.55,cnn_batchnorm_test_L2_1e-05_200epochs,200,128,True,0.01
0,140,1e-05,1.465061068534851,1.4848747253417969,45.3125,0.011688630962371827,0.011845158851146698,47.02,cnn_batchnorm_test_L2_1e-05_200epochs,200,128,True,0.01
0,145,1e-05,1.4621309041976929,1.4819449186325073,48.4375,0.011554279363155366,0.011710811018943787,47.89,cnn_batchnorm_test_L2_1e-05_200epochs,200,128,True,0.01
0,150,1e-05,1.4503661394119263,1.4701807498931885,48.4375,0.011341991829872132,0.011498527252674104,49.79,cnn_batchnorm_test_L2_1e-05_200epochs,200,128,True,0.01
0,155,1e-05,1.5212455987930298,1.5410603284835815,39.0625,0.011660194003582001,0.01181673036813736,47.66,cnn_batchnorm_test_L2_1e-05_200epochs,200,128,True,0.01
0,160,1e-05,1.4577573537826538,1.4775724411010742,50.78125,0.011630510830879211,0.01178705096244812,45.58,cnn_batchnorm_test_L2_1e-05_200epochs,200,128,True,0.01
0,165,1e-05,1.6257927417755127,1.6456083059310913,46.875,0.011355823600292206,0.011512366557121278,48.96,cnn_batchnorm_test_L2_1e-05_200epochs,200,128,True,0.01
0,170,1e-05,1.576420783996582,1.5962365865707397,40.625,0.011213024926185608,0.011369569766521453,48.86,cnn_batchnorm_test_L2_1e-05_200epochs,200,128,True,0.01
0,175,1e-05,1.256892442703247,1.2767086029052734,60.9375,0.011164786052703858,0.011321334660053254,49.84,cnn_batchnorm_test_L2_1e-05_200epochs,200,128,True,0.01
