epochs,steps,Lambda_L2s,train_bareloss,train_loss,train_acc,test_bareloss,test_loss,test_acc,id,num_epochs,batch_size,batch_norm,learning_rate
0,5,0.1,2.2533278465270996,137.80154418945312,17.96875,0.01757959325313568,1.0841334762573243,20.48,cnn_autoL2_by5pctg_200epochs,200,128,False,0.01
0,10,0.1,2.1679232120513916,135.03189086914062,25.78125,0.01705147066116333,1.0624893417358399,25.5,cnn_autoL2_by5pctg_200epochs,200,128,False,0.01
0,15,0.1,2.1575775146484375,132.3927764892578,22.65625,0.016698549294471742,1.0414514755249022,26.66,cnn_autoL2_by5pctg_200epochs,200,128,False,0.01
0,20,0.1,2.105189323425293,129.76377868652344,20.3125,0.016507051944732665,1.0209880813598633,23.86,cnn_autoL2_by5pctg_200epochs,200,128,False,0.01
0,25,0.010000000000000002,2.1031980514526367,14.798209190368652,26.5625,0.016162522625923156,0.1164137529373169,29.72,cnn_autoL2_by5pctg_200epochs,200,128,False,0.01
0,30,0.010000000000000002,2.0852713584899902,14.755485534667969,25.78125,0.01589639530181885,0.11595182361602784,32.35,cnn_autoL2_by5pctg_200epochs,200,128,False,0.01
0,35,0.010000000000000002,2.021738052368164,14.667272567749023,33.59375,0.015759586143493653,0.11562031984329224,30.84,cnn_autoL2_by5pctg_200epochs,200,128,False,0.01
0,40,0.010000000000000002,1.9794864654541016,14.600362777709961,29.6875,0.01555813809633255,0.11522442665100098,30.25,cnn_autoL2_by5pctg_200epochs,200,128,False,0.01
0,45,0.010000000000000002,1.9306246042251587,14.527006149291992,31.25,0.015306629741191864,0.11477951984405517,32.87,cnn_autoL2_by5pctg_200epochs,200,128,False,0.01
0,50,0.0010000000000000002,2.005840301513672,3.2648372650146484,25.78125,0.015169660961627961,0.025115411162376405,32.51,cnn_autoL2_by5pctg_200epochs,200,128,False,0.01
0,55,0.0010000000000000002,1.9186561107635498,3.177466869354248,30.46875,0.01502756791114807,0.02497188284397125,34.14,cnn_autoL2_by5pctg_200epochs,200,128,False,0.01
0,60,0.0010000000000000002,1.9663159847259521,3.224931478500366,28.125,0.014904823863506318,0.02484754157066345,34.57,cnn_autoL2_by5pctg_200epochs,200,128,False,0.01
0,65,0.0010000000000000002,1.8997973203659058,3.158210277557373,35.9375,0.01501628258228302,0.024957450222969055,33.37,cnn_autoL2_by5pctg_200epochs,200,128,False,0.01
0,70,0.0010000000000000002,1.924945592880249,3.1831777095794678,34.375,0.014827557826042176,0.024767261958122254,33.42,cnn_autoL2_by5pctg_200epochs,200,128,False,0.01
0,75,0.0010000000000000002,1.9891507625579834,3.2471909523010254,17.96875,0.014863668060302735,0.024801810789108276,31.1,cnn_autoL2_by5pctg_200epochs,200,128,False,0.01
0,80,0.0010000000000000002,1.8573943376541138,3.1152162551879883,32.8125,0.014498528456687927,0.024434999585151673,36.02,cnn_autoL2_by5pctg_200epochs,200,128,False,0.01
0,85,0.0010000000000000002,1.7269240617752075,2.9845447540283203,42.96875,0.014720279359817505,0.0246552681684494,32.86,cnn_autoL2_by5pctg_200epochs,200,128,False,0.01
0,90,0.0010000000000000002,1.934116244316101,3.191551923751831,29.6875,0.014374427568912506,0.024307792592048644,36.94,cnn_autoL2_by5pctg_200epochs,200,128,False,0.01
0,95,0.0010000000000000002,1.8056156635284424,3.0628557205200195,39.84375,0.014307441318035125,0.024239346742630005,35.94,cnn_autoL2_by5pctg_200epochs,200,128,False,0.01
0,100,0.0010000000000000002,1.7808042764663696,3.0378570556640625,35.15625,0.01429226086139679,0.02422269616127014,34.59,cnn_autoL2_by5pctg_200epochs,200,128,False,0.01
0,105,0.0010000000000000002,1.7235794067382812,2.980416774749756,42.1875,0.014277247893810272,0.0242060049533844,36.23,cnn_autoL2_by5pctg_200epochs,200,128,False,0.01
0,110,0.0010000000000000002,1.891056776046753,3.1477060317993164,31.25,0.014156610834598541,0.02408376142978668,36.14,cnn_autoL2_by5pctg_200epochs,200,128,False,0.01
0,115,0.0010000000000000002,1.9325580596923828,3.1889946460723877,23.4375,0.014118671309947968,0.024044150280952453,37.81,cnn_autoL2_by5pctg_200epochs,200,128,False,0.01
0,120,0.0010000000000000002,1.826445460319519,3.082698345184326,32.8125,0.013964868199825287,0.023888930797576903,37.55,cnn_autoL2_by5pctg_200epochs,200,128,False,0.01
0,125,0.0010000000000000002,1.8714641332626343,3.127514362335205,35.15625,0.013947012507915496,0.023869459962844848,37.68,cnn_autoL2_by5pctg_200epochs,200,128,False,0.01
0,130,0.0010000000000000002,1.8011224269866943,3.056978940963745,34.375,0.013859445631504059,0.02378038341999054,38.71,cnn_autoL2_by5pctg_200epochs,200,128,False,0.01
0,135,0.0010000000000000002,1.8289296627044678,3.084589958190918,32.03125,0.01382426187992096,0.02374365997314453,38.76,cnn_autoL2_by5pctg_200epochs,200,128,False,0.01
0,140,0.0010000000000000002,1.6847859621047974,2.940244197845459,39.84375,0.013891320097446442,0.023809160447120666,37.71,cnn_autoL2_by5pctg_200epochs,200,128,False,0.01
0,145,0.0010000000000000002,1.7853119373321533,3.040585517883301,37.5,0.01376696435213089,0.023683284759521483,38.57,cnn_autoL2_by5pctg_200epochs,200,128,False,0.01
